Attendance,Study Hours,Homework Completion,Test Scores,SES,Extracurricular Activities,Parent Involvement,Tutoring,Sleep Hours,Health Conditions,Final Grade
89,12,100,83,Low,3,Low,Yes,8,Severe,68.69999999999999
93,12,89,78,High,4,High,Yes,8,Mild,80.80000000000001
79,26,88,80,High,4,Medium,Yes,8,Severe,71.9
100,17,85,96,Middle,2,Medium,No,8,Mild,72.05
93,23,75,69,High,2,Low,Yes,7,Mild,68.05
75,15,85,79,High,2,High,Yes,8,Mild,74.45
84,12,94,63,Low,0,Medium,No,7,Severe,52.5
90,11,86,73,Middle,1,Medium,Yes,8,None,64.85
94,28,98,80,High,2,High,No,6,Mild,79.4
71,21,96,58,Middle,3,High,No,7,Severe,59.05000000000001
89,13,82,54,High,1,Low,No,9,Mild,60.650000000000006
99,21,85,56,High,4,Medium,Yes,6,Severe,64.85
84,14,88,96,Low,4,Low,No,9,None,71.7
93,22,79,82,High,1,Low,Yes,7,Mild,72.5
89,11,76,66,High,2,Low,No,7,None,60.55
96,23,76,86,Middle,0,Low,Yes,6,Mild,68.95
74,10,80,55,High,4,Medium,No,8,Mild,59.8
77,26,77,84,Low,2,Low,No,7,None,62.5
82,25,76,60,High,1,Medium,No,8,Mild,62.85
82,13,96,83,High,4,Medium,No,6,Mild,71.75
99,23,86,83,Low,1,Low,No,7,None,67.65
82,20,92,75,Low,1,High,No,6,Mild,67.30000000000001
88,14,80,73,Middle,0,High,No,8,Mild,66.0
80,19,75,59,High,0,High,No,6,None,63.45
78,23,85,96,Middle,3,Low,No,6,None,70.15
76,21,86,59,Low,4,High,Yes,7,Mild,66.35000000000001
76,16,95,86,Low,4,Medium,Yes,8,Mild,72.0
94,29,89,83,High,1,Medium,Yes,6,Mild,76.75
78,15,83,87,High,2,High,Yes,9,Severe,72.05
73,12,88,59,Low,2,High,Yes,7,Severe,55.900000000000006
94,24,81,73,Middle,2,High,Yes,8,Mild,72.9
92,21,86,69,Low,2,High,Yes,9,Mild,71.55
80,25,88,89,High,1,Medium,No,9,Severe,68.55
92,14,98,88,Middle,0,Medium,Yes,9,Severe,67.9
94,27,75,53,Middle,2,Low,Yes,8,Severe,56.449999999999996
73,23,89,57,Middle,1,High,No,6,Mild,60.25
88,17,78,50,Low,0,Medium,No,6,Mild,52.45
89,10,86,54,Middle,1,High,No,9,None,60.7
75,16,86,62,Middle,2,High,No,9,Severe,56.8
98,10,75,64,Middle,0,Low,Yes,6,Severe,54.3
99,19,86,93,Low,1,Medium,Yes,9,None,74.65
86,21,87,51,High,3,High,No,6,Mild,68.15
72,10,100,74,High,0,Medium,No,7,Severe,59.099999999999994
96,17,75,60,High,4,High,No,8,None,71.45
92,21,86,66,High,0,Medium,No,7,Severe,60.650000000000006
71,22,84,57,High,0,High,Yes,7,Mild,66.6
92,22,96,79,Low,1,High,No,8,None,73.80000000000001
78,15,93,60,High,4,Low,No,6,Mild,63.95
95,29,77,99,High,1,Low,No,9,None,78.35
72,17,93,86,Low,2,High,Yes,9,None,73.05
74,25,87,96,Middle,3,Medium,No,9,Severe,67.25
95,11,81,82,Middle,2,Low,No,7,Mild,62.55
81,15,87,85,Middle,3,Medium,Yes,9,None,70.85
74,26,79,78,High,4,Medium,No,7,None,68.5
98,25,100,69,High,1,High,Yes,8,Mild,81.55
76,30,100,100,Middle,3,High,Yes,7,Mild,83.7
98,11,86,56,Low,1,High,Yes,9,Severe,61.349999999999994
80,21,80,57,Middle,4,Medium,No,8,Severe,54.349999999999994
73,10,87,63,High,0,Medium,No,7,Severe,53.4
93,22,91,69,Low,2,Low,No,6,Mild,63.0
80,26,91,71,Middle,4,Low,No,6,None,65.0
99,24,84,62,High,1,Medium,No,6,Severe,61.2
79,18,95,50,Middle,0,High,Yes,7,Mild,62.3
80,23,77,59,Low,2,Medium,No,9,None,56.849999999999994
79,22,79,82,Low,3,Medium,Yes,8,Severe,64.7
99,23,77,94,Low,3,Medium,No,9,Severe,69.15
85,16,76,84,Middle,0,Medium,No,6,Severe,56.400000000000006
92,19,88,50,Middle,3,Low,No,7,None,58.75
86,19,76,77,High,1,Medium,No,8,None,67.25
83,29,88,56,High,2,Low,Yes,9,Mild,68.25
78,15,77,68,Low,1,High,No,8,Mild,62.15
89,13,96,70,Low,3,High,No,8,Severe,66.25
85,18,78,66,Middle,4,High,No,8,None,66.9
86,26,79,54,Middle,3,Medium,No,9,Mild,60.7
93,13,76,86,Low,3,Medium,No,7,None,65.85000000000001
76,28,96,70,High,0,Low,Yes,7,Severe,65.4
99,17,77,94,Low,0,High,No,6,Severe,67.65
72,30,78,91,Low,1,Medium,Yes,8,None,69.8
74,14,99,68,Middle,2,High,Yes,6,Mild,66.5
99,29,81,89,High,2,High,Yes,7,None,82.95
70,28,97,65,High,2,Medium,No,9,Severe,61.900000000000006
88,18,83,98,Middle,4,High,No,9,Mild,78.1
80,18,90,51,Low,1,High,Yes,9,None,63.8
87,19,100,70,Low,3,Medium,No,9,None,68.15
71,30,89,71,High,3,High,No,7,None,73.8
73,11,100,100,High,3,Low,No,6,Mild,75.35
83,21,97,86,High,0,Medium,No,9,None,74.05
100,16,94,85,High,1,High,No,7,Mild,78.3
77,23,85,97,Low,4,Low,No,7,None,70.25
82,30,91,59,Middle,2,Medium,No,7,None,59.8
74,15,77,85,High,2,High,No,9,Severe,66.45
70,18,82,85,Low,3,Medium,No,7,Mild,63.400000000000006
81,25,82,55,High,1,Medium,No,6,Mild,60.35
85,18,82,93,High,0,Low,No,7,None,70.80000000000001
90,15,95,99,Low,1,High,Yes,7,Mild,78.45
97,23,98,75,Middle,0,Medium,Yes,9,Mild,72.25
70,21,83,99,High,2,High,Yes,7,None,78.55
96,23,81,57,Low,3,High,No,8,Severe,63.25
96,28,88,97,High,4,Medium,Yes,8,Severe,80.9
92,11,84,51,High,3,Low,Yes,6,None,64.25
78,15,93,92,Middle,3,Low,Yes,6,Severe,66.55
99,28,96,78,High,2,Low,Yes,6,None,77.4
91,17,75,83,Middle,3,Low,No,9,Mild,67.35
77,26,84,85,Low,1,Low,Yes,6,Severe,62.2
88,22,92,50,Middle,0,Low,Yes,6,Severe,54.5
85,18,80,61,Low,1,High,No,7,Severe,55.8
72,14,86,86,Middle,4,Medium,No,8,Mild,65.89999999999999
89,21,76,100,High,1,Low,No,7,None,73.25
96,22,98,76,Low,2,High,No,8,Severe,69.10000000000001
72,26,76,56,High,2,High,No,6,None,62.900000000000006
96,28,80,52,High,4,High,No,7,None,70.80000000000001
70,28,92,94,High,1,Medium,No,6,Mild,72.60000000000001
80,10,78,65,Low,0,Medium,No,7,None,53.6
96,14,90,69,Low,2,Medium,No,8,Mild,63.400000000000006
93,19,81,95,Middle,2,Medium,No,9,Mild,70.05
92,21,86,72,Low,0,Low,Yes,8,Mild,67.45
96,10,87,99,High,3,High,No,9,Severe,78.80000000000001
94,23,94,86,Low,1,Low,No,9,Mild,71.15
78,26,88,50,High,4,High,No,9,Severe,64.7
75,29,96,99,Middle,3,Low,Yes,7,Mild,77.15
80,30,85,79,Low,0,Medium,Yes,7,Severe,62.2
93,23,100,79,Low,2,Medium,No,8,Severe,65.05
98,19,85,78,Low,3,Low,Yes,6,Mild,70.75
73,22,95,57,Middle,3,Low,No,9,Severe,56.2
87,17,75,79,Middle,4,Medium,No,7,Mild,63.35000000000001
85,14,98,63,Low,3,High,Yes,8,Severe,67.0
92,19,91,71,Low,0,High,Yes,6,None,70.65
79,10,88,97,Low,4,Low,No,7,Mild,68.0
72,14,78,92,Middle,1,High,Yes,6,None,69.1
92,16,86,78,Middle,0,Medium,Yes,6,Mild,66.0
72,21,95,52,High,2,High,No,8,None,66.25
90,10,89,63,Low,2,High,Yes,6,None,65.19999999999999
75,18,94,70,Middle,0,High,Yes,6,Mild,67.3
97,16,80,98,High,0,Medium,Yes,6,None,76.80000000000001
70,15,98,75,Low,0,High,No,6,Severe,59.849999999999994
80,19,75,63,Low,0,Low,Yes,9,None,59.65
80,15,80,79,Middle,0,High,Yes,8,Mild,69.45
79,26,89,61,Low,1,Low,No,7,Mild,58.400000000000006
96,22,90,92,High,4,Medium,No,8,None,80.3
78,30,84,100,High,1,High,No,6,None,79.9
70,13,88,57,Low,1,Low,Yes,7,Severe,49.95
88,14,84,54,High,0,High,No,7,Mild,64.10000000000001
89,12,90,79,High,1,Medium,Yes,7,Severe,65.5
100,21,78,52,High,2,Low,No,9,Severe,58.45
75,22,85,73,High,4,Medium,Yes,7,None,70.4
94,19,76,78,Middle,3,Low,No,8,None,67.15
74,10,97,68,Middle,4,High,Yes,7,Severe,63.099999999999994
98,27,83,100,Low,1,High,Yes,9,None,82.95
93,15,99,57,Middle,1,High,No,7,Severe,59.25
91,27,82,86,High,2,High,No,9,None,79.15
95,11,97,78,High,2,Medium,No,6,Mild,69.55000000000001
91,13,82,75,High,2,Medium,No,9,None,67.35
70,23,76,89,High,1,Low,Yes,6,Mild,69.65
74,16,77,87,Low,3,High,No,9,Severe,65.3
95,11,85,53,Low,1,High,No,6,Severe,54.65
97,24,93,77,High,4,Medium,No,6,Mild,75.1
92,18,91,92,High,3,Medium,Yes,9,Severe,76.7
71,24,98,60,Low,1,Medium,No,9,None,59.800000000000004
99,25,82,86,High,2,High,No,6,None,78.25
88,21,80,92,Middle,3,High,Yes,9,Mild,79.45
74,11,98,56,Middle,1,High,No,7,Mild,58.95
84,16,78,50,Middle,3,Low,No,8,Mild,56.400000000000006
77,16,80,84,Middle,4,Medium,Yes,6,None,66.6
70,10,82,56,Middle,3,High,No,7,Mild,57.7
96,12,82,56,Middle,3,Low,No,9,None,60.400000000000006
76,19,100,59,Low,4,High,Yes,9,Severe,65.65
75,23,86,74,Middle,0,Medium,Yes,6,Severe,58.150000000000006
87,22,98,60,Middle,1,High,Yes,6,Severe,63.5
76,13,87,73,High,1,Low,No,8,None,64.75
86,23,88,64,Low,2,Medium,Yes,6,Severe,57.75
78,15,98,93,Low,1,Low,Yes,6,Mild,69.85
78,15,77,90,Low,1,Medium,Yes,8,Severe,61.75
97,22,91,98,High,3,Low,No,9,Severe,77.5
70,27,85,74,High,0,Medium,No,8,None,66.95
72,18,94,52,Low,0,Low,Yes,8,None,58.300000000000004
83,27,96,86,High,1,Medium,Yes,6,None,76.35000000000001
73,24,75,93,High,1,High,Yes,7,None,76.5
95,22,75,87,Low,1,Medium,Yes,6,Mild,68.6
86,11,75,67,High,3,High,Yes,9,Severe,68.05
88,25,92,60,High,2,Low,Yes,9,Mild,70.25
71,12,83,96,Middle,0,Low,Yes,8,Severe,62.599999999999994
77,11,96,98,Low,3,Low,Yes,7,Mild,72.75
79,15,82,61,Low,2,Low,Yes,7,Mild,57.25
75,13,88,72,Middle,4,High,No,9,None,67.45
92,23,93,60,Low,4,Low,No,6,None,63.75
71,21,79,52,Middle,3,Low,No,8,Severe,50.85
80,22,77,96,Middle,4,High,Yes,8,Mild,78.69999999999999
80,10,97,63,High,2,Medium,No,8,Severe,58.800000000000004
75,13,99,62,Middle,1,High,Yes,6,Severe,59.64999999999999
80,17,91,75,Low,4,Medium,Yes,6,Severe,61.95
75,19,78,69,Low,2,Medium,No,7,None,56.05
74,27,85,80,High,2,Medium,No,6,Mild,67.55
84,11,79,90,High,4,High,Yes,9,Mild,80.35
80,14,79,100,Low,3,High,Yes,8,Mild,78.3
93,24,89,51,Low,2,High,No,6,Severe,57.7
84,14,82,85,Low,2,High,Yes,8,None,72.2
72,15,95,55,Low,1,Medium,Yes,8,Mild,58.65
95,29,92,99,Low,0,High,No,9,Severe,76.35000000000001
73,16,90,69,Middle,3,Low,No,9,Mild,62.3
93,16,93,99,High,1,Medium,Yes,7,Mild,78.9
86,24,99,73,High,2,High,Yes,8,Severe,74.9
94,29,99,74,Middle,4,Medium,Yes,8,Severe,71.05
96,17,78,51,Low,4,Low,Yes,9,None,62.35
71,30,89,57,High,0,High,Yes,8,Severe,66.6
73,19,86,66,Middle,0,Medium,Yes,6,Mild,59.349999999999994
92,14,95,81,Low,0,Low,Yes,8,Severe,65.2
97,13,86,73,High,0,Medium,No,6,Mild,66.75
94,10,88,88,High,2,High,No,8,Severe,72.30000000000001
95,22,95,74,Low,1,High,Yes,7,Mild,73.7
89,19,99,65,Middle,3,High,No,7,None,69.85
70,20,77,68,Low,4,Low,No,6,None,57.8
91,30,76,88,Middle,2,Low,Yes,7,Mild,70.3
70,19,87,69,Middle,2,Medium,No,7,None,56.85000000000001
81,10,100,52,Middle,1,Low,No,8,Mild,56.300000000000004
81,16,97,95,Middle,3,Low,Yes,9,Mild,76.1
95,13,92,58,Middle,2,Low,No,9,Mild,60.050000000000004
97,12,99,60,High,3,Medium,No,6,None,68.2
84,27,83,71,Middle,0,Medium,No,6,Severe,56.45
84,26,99,78,High,3,High,No,6,Severe,74.5
73,23,77,70,High,3,Low,Yes,9,Mild,69.75
75,28,80,77,High,0,Medium,No,8,Mild,68.1
73,20,96,61,Low,0,High,No,6,Severe,57.10000000000001
72,23,80,61,High,0,Low,No,9,Mild,61.45
93,25,91,65,Middle,4,Medium,Yes,9,None,70.55
88,15,82,85,Middle,4,Low,Yes,7,Severe,64.25
97,20,99,91,Middle,4,High,Yes,8,Mild,84.5
73,26,87,67,Low,2,High,Yes,6,Mild,66.6
82,21,93,94,Low,3,Low,Yes,7,Severe,69.45
97,22,76,68,Low,2,Low,Yes,6,None,63.5
95,19,92,75,Low,1,High,Yes,6,Severe,67.65
100,23,79,60,High,4,High,Yes,6,Severe,70.55
75,29,79,59,Middle,3,Medium,No,6,Mild,58.75
84,15,78,77,High,0,Medium,No,9,Severe,61.25
82,18,81,65,High,4,Low,Yes,9,None,69.6
88,17,96,51,Low,3,High,No,8,Mild,66.35
76,20,88,78,High,0,High,No,8,Mild,73.2
72,30,82,52,Low,0,High,Yes,6,None,61.9
96,28,98,98,Low,1,Medium,Yes,7,Mild,78.2
89,18,84,94,Middle,1,Low,No,9,Severe,64.3
88,17,87,85,High,4,Medium,No,8,Severe,69.75
87,28,92,82,Middle,1,High,Yes,9,Mild,77.4
77,16,89,63,High,0,Low,No,6,None,61.1
74,13,95,89,Low,4,Medium,No,8,None,68.75
85,12,89,80,Middle,2,Low,Yes,6,Mild,64.8
73,27,98,97,Low,1,Low,Yes,6,Mild,73.05
86,23,76,94,Middle,0,High,Yes,8,None,76.35
87,25,93,90,Low,4,Medium,No,8,None,74.25
76,18,80,79,Middle,1,Low,Yes,8,Mild,64.4
72,23,88,90,Low,0,Low,Yes,9,None,69.75
96,25,98,74,High,4,Medium,No,7,Severe,70.25
91,16,78,89,High,1,Medium,No,7,None,69.5
88,23,83,52,Middle,4,High,Yes,6,Mild,66.55000000000001
78,23,84,81,Middle,0,High,Yes,7,None,70.45
70,25,100,96,High,0,Medium,Yes,6,None,77.05
92,27,86,78,Low,3,Medium,Yes,6,Mild,71.75
88,20,97,65,Low,4,Low,Yes,6,None,67.5
93,10,78,84,Middle,2,Low,No,7,Severe,56.900000000000006
76,22,85,92,Low,2,Medium,No,9,Mild,67.3
85,30,90,84,Middle,1,High,Yes,9,Mild,77.7
76,15,83,53,Low,3,High,Yes,9,Severe,59.45
76,26,96,90,Middle,1,High,Yes,8,Severe,72.9
83,25,86,64,Middle,3,High,Yes,7,None,70.25
82,14,78,100,Low,3,High,Yes,8,None,78.5
70,13,84,50,High,0,Medium,Yes,6,None,57.05
95,11,78,50,Low,3,Medium,No,6,Severe,50.35
72,26,81,81,High,0,Low,Yes,9,Mild,71.39999999999999
78,27,83,75,Low,0,Low,Yes,7,Mild,64.45
85,24,93,85,High,0,High,No,6,None,77.1
80,28,92,67,High,4,Low,Yes,6,None,72.5
70,11,86,84,Middle,0,Low,No,8,None,61.150000000000006
80,27,76,91,Low,0,Medium,No,7,Severe,60.25
94,14,93,88,High,1,High,No,9,Severe,74.30000000000001
96,20,80,88,Middle,3,Low,No,8,None,71.6
82,12,97,72,Middle,4,Medium,No,7,Severe,58.400000000000006
86,29,98,69,Middle,3,High,No,6,Severe,67.75
83,26,77,63,High,0,High,No,7,None,67.4
79,29,96,51,Middle,1,Medium,No,8,None,59.55
100,13,100,95,Low,1,Low,Yes,8,Severe,71.75
100,16,94,63,High,0,High,No,8,Severe,68.69999999999999
86,25,100,58,High,4,Low,No,9,None,70.85
71,30,75,64,Low,4,Low,Yes,6,None,61.900000000000006
79,26,98,53,High,0,High,Yes,8,Severe,67.80000000000001
88,19,86,61,Middle,1,High,No,6,None,62.849999999999994
70,26,86,100,High,0,Low,Yes,9,Mild,77.7
96,15,81,68,Low,4,High,No,6,Mild,67.55000000000001
99,14,91,99,Middle,3,Medium,No,8,Severe,71.2
89,17,95,52,High,4,Low,No,6,Mild,64.65
75,25,98,98,Middle,1,Medium,No,9,Mild,72.25
98,29,77,98,Middle,4,Low,Yes,9,Severe,74.65
99,14,82,77,Middle,1,Medium,Yes,7,Severe,60.8
83,27,94,87,Low,4,Medium,No,9,Severe,68.25
93,16,80,66,Middle,1,Low,No,8,Severe,55.400000000000006
72,23,92,92,Middle,2,Low,Yes,8,Mild,71.14999999999999
79,21,77,76,Middle,1,Low,Yes,9,Mild,64.25
76,19,97,69,Low,3,High,No,9,None,70.05000000000001
76,29,89,74,Low,4,Low,Yes,7,Severe,63.45
78,24,82,71,Low,4,High,No,6,None,67.3
75,15,100,77,Low,3,High,Yes,7,Severe,67.85
88,20,85,71,Middle,4,High,Yes,8,None,73.9
78,27,96,55,High,2,Low,Yes,9,Mild,68.05000000000001
88,14,80,57,Low,3,High,Yes,8,Severe,62.2
88,25,96,60,Middle,2,Medium,Yes,8,Severe,61.05000000000001
90,17,81,50,Low,4,Low,No,8,Severe,53.45
70,20,82,59,Low,1,High,No,7,None,58.10000000000001
99,27,75,81,Low,0,High,No,8,Mild,72.85
95,29,88,92,Middle,1,High,No,6,None,76.45
100,25,87,50,High,3,Medium,No,6,None,66.65
80,23,93,66,Middle,0,Medium,No,7,Severe,55.150000000000006
73,20,85,65,High,2,Low,No,7,Mild,61.1
91,27,77,94,Middle,3,Low,Yes,8,Mild,76.55
84,23,79,66,Low,0,High,Yes,8,Mild,68.15
100,21,89,92,Low,2,High,Yes,6,Mild,78.64999999999999
82,26,91,63,Low,2,High,Yes,9,None,70.0
74,10,87,80,Low,2,High,Yes,9,Mild,68.7
79,16,96,89,Middle,1,Low,Yes,8,None,70.7
92,23,88,61,High,3,High,No,7,Mild,73.05
95,12,77,73,Low,2,Medium,Yes,9,Severe,59.3
87,12,86,92,High,1,High,No,7,Mild,75.2
94,20,100,57,Middle,1,Low,No,8,Severe,57.89999999999999
99,21,81,58,High,1,High,Yes,7,Severe,66.65
84,21,92,71,Middle,1,Low,No,8,None,63.75
88,19,89,87,Middle,4,Medium,Yes,6,Severe,67.25
100,15,100,64,High,4,Medium,Yes,7,Severe,68.95
82,10,89,50,Low,3,Low,No,7,Mild,54.7
95,13,99,81,Middle,2,Medium,Yes,8,None,71.35
98,23,76,100,Middle,0,High,Yes,9,None,80.55000000000001
70,16,80,76,Low,1,Low,Yes,7,Severe,54.8
80,26,97,72,Middle,2,High,No,8,None,70.5
73,17,97,59,High,1,Medium,Yes,7,Severe,58.95
99,15,100,98,Middle,2,High,Yes,6,Severe,75.94999999999999
75,25,88,64,Middle,2,Low,No,8,Mild,60.05
92,12,81,86,Middle,1,High,No,8,None,70.4
93,24,97,81,High,3,Medium,No,8,None,78.3
89,30,93,81,High,1,Low,No,9,Mild,75.2
74,29,84,72,Low,0,High,Yes,9,None,70.45
95,14,88,100,Low,1,Low,Yes,6,Severe,68.1
77,12,95,58,Middle,0,Medium,No,7,None,54.8
75,16,81,86,Low,2,High,No,7,None,66.0
85,18,76,74,Middle,2,High,Yes,7,Mild,66.9
74,16,82,76,Middle,4,High,Yes,9,Mild,71.0
74,22,80,75,Middle,2,Medium,No,9,Severe,55.8
78,17,76,77,High,1,High,No,6,Mild,68.15
88,14,82,99,Middle,3,Medium,Yes,9,Severe,70.2
90,12,77,74,Middle,3,Low,No,7,Mild,61.599999999999994
85,19,75,77,Low,2,Medium,Yes,6,None,62.849999999999994
81,11,83,62,Middle,3,Medium,Yes,9,None,62.14999999999999
88,22,77,97,Low,2,Low,No,6,Severe,62.599999999999994
72,10,76,92,Low,3,Low,No,7,Mild,62.7
78,23,81,81,Low,3,High,No,7,Severe,64.85
73,13,93,72,Low,0,Low,No,6,Severe,53.05
71,15,77,62,Middle,3,Medium,No,8,Severe,51.95
100,19,94,87,Low,1,Medium,No,7,None,69.64999999999999
75,11,93,57,Middle,3,Medium,No,9,Mild,58.45
85,21,91,75,Low,1,Low,No,6,None,62.95
99,20,80,50,High,4,Low,No,9,None,65.8
93,18,96,60,High,4,High,Yes,6,None,76.30000000000001
84,17,96,96,Low,4,High,Yes,7,None,80.05
73,27,77,62,High,2,Low,No,6,None,60.349999999999994
87,13,98,65,Middle,1,Medium,No,8,None,61.75
87,24,96,50,Middle,2,Low,No,6,None,57.60000000000001
71,30,94,50,Middle,3,Low,No,6,None,58.5
89,18,76,60,Low,1,Medium,Yes,7,Severe,53.5
83,30,100,98,Low,1,Medium,Yes,8,Severe,73.5
71,16,93,89,Low,4,High,Yes,7,Mild,74.5
88,14,87,73,Middle,1,High,No,9,Severe,62.400000000000006
95,21,82,74,High,0,Low,No,7,None,67.85000000000001
80,22,84,62,Low,3,High,No,7,Severe,59.89999999999999
89,12,92,97,Low,3,Medium,No,9,None,73.3
77,18,79,62,Low,2,Low,Yes,6,None,57.3
86,13,89,70,Low,3,Medium,Yes,7,None,65.25
93,12,89,84,High,0,Medium,Yes,9,None,74.60000000000001
74,10,84,93,High,0,Medium,No,7,None,67.0
99,20,100,89,Middle,3,High,Yes,7,Mild,82.5
74,14,83,72,Middle,0,Medium,Yes,8,Mild,61.5
94,28,90,84,High,3,Low,Yes,9,Severe,77.0
76,24,76,62,Low,2,Low,Yes,8,None,60.0
78,24,91,52,High,0,High,No,6,Mild,65.4
93,25,75,81,Low,2,High,Yes,9,Severe,69.15
76,28,84,87,Low,2,Medium,Yes,9,Mild,70.1
76,21,88,82,Low,3,Low,Yes,9,Severe,65.65
97,29,98,94,High,2,High,Yes,8,Severe,84.45
80,14,81,87,Low,2,Low,Yes,7,None,64.8
72,25,95,67,Middle,4,Low,No,7,Severe,57.75
89,23,91,58,Low,1,High,No,7,None,64.15
77,23,94,87,Low,2,Medium,No,6,Severe,61.05
99,21,94,61,Middle,2,Medium,No,6,Mild,62.150000000000006
87,25,98,80,Low,1,Medium,No,9,Severe,64.25
72,23,85,70,High,4,High,Yes,9,Severe,71.15
79,20,86,90,Low,2,Medium,No,6,Severe,60.0
95,12,100,63,Middle,2,Low,Yes,9,Mild,65.9
89,21,92,54,Middle,1,Medium,Yes,7,Mild,60.650000000000006
80,25,92,52,Middle,2,Medium,Yes,9,None,61.25000000000001
84,23,92,91,High,4,Low,No,7,None,76.25
95,15,98,59,High,2,Low,No,9,Mild,67.05
98,14,78,59,Middle,0,Medium,No,9,None,58.400000000000006
91,20,95,99,Middle,3,High,No,8,Mild,81.9
92,28,92,64,Low,2,Medium,No,7,Severe,58.0
87,18,91,96,High,4,High,Yes,9,None,86.9
71,11,81,85,Low,1,Low,No,8,Mild,60.650000000000006
94,24,95,70,Middle,3,Low,No,8,Severe,64.8
77,29,93,80,Middle,0,High,No,6,None,70.25
85,25,81,62,Middle,3,Low,No,8,Severe,58.05
79,25,87,94,Low,1,Low,Yes,7,None,70.65
92,30,91,94,Low,1,High,Yes,9,Severe,77.3
97,13,100,74,High,4,Medium,Yes,6,None,75.85000000000001
73,25,97,58,High,2,High,No,8,None,69.65
80,18,96,74,Middle,2,Low,No,6,Severe,56.900000000000006
99,15,95,70,Middle,2,Low,Yes,6,Severe,61.55
96,21,90,62,High,1,High,No,9,Mild,73.05
79,13,93,73,High,2,Low,No,9,Mild,66.55000000000001
80,15,88,57,Middle,1,High,No,6,Mild,59.45
98,28,99,79,High,3,Medium,Yes,6,Mild,81.10000000000001
87,30,92,94,Middle,4,Medium,No,9,Severe,71.5
71,26,100,52,High,1,Low,Yes,9,Severe,61.30000000000001
91,10,77,88,Middle,0,Low,No,7,None,62.5
97,11,94,83,High,1,High,Yes,7,None,78.85
100,16,83,98,High,1,High,No,8,None,82.0
79,30,79,72,Middle,0,Medium,No,7,Severe,55.7
79,21,86,81,Low,0,Medium,No,9,Severe,59.55
77,16,76,59,Low,0,High,Yes,9,Severe,57.3
90,24,80,90,Middle,1,High,Yes,8,Severe,72.0
89,16,96,59,High,0,High,Yes,9,None,73.7
90,24,83,74,High,0,Medium,No,8,Severe,64.8
87,23,100,71,Middle,2,High,No,8,Severe,66.45
72,27,83,96,High,4,Low,Yes,7,Severe,72.55
77,14,77,68,Low,0,Low,No,8,Mild,56.699999999999996
86,13,93,63,High,2,Medium,Yes,6,Severe,60.94999999999999
74,15,80,59,Middle,1,Low,No,9,Mild,54.25
72,19,84,100,Middle,1,High,No,8,None,72.95
70,29,82,68,High,3,High,Yes,9,Mild,76.05000000000001
79,16,79,86,Low,2,High,No,6,Mild,66.4
87,29,89,67,High,4,Low,Yes,7,None,73.55
81,24,80,100,High,3,High,No,9,None,83.2
97,22,92,63,Low,4,Low,Yes,7,None,68.2
89,27,91,96,High,3,Low,No,9,None,81.55
97,11,90,90,Low,0,Medium,Yes,6,None,70.15
79,21,80,60,High,4,Medium,No,7,Severe,58.05
78,13,97,80,Low,3,Medium,No,8,None,67.25
74,22,94,93,High,4,Medium,No,7,None,75.0
70,30,89,61,Low,3,Low,No,7,Severe,55.599999999999994
83,22,79,96,Middle,2,Low,No,8,Mild,68.7
78,28,86,89,Middle,4,Medium,Yes,8,Mild,74.5
76,18,95,54,Low,2,High,Yes,9,Severe,59.900000000000006
80,11,84,93,Middle,0,Medium,Yes,8,Mild,68.44999999999999
99,17,85,95,High,0,Medium,Yes,7,Mild,77.55
77,23,94,78,Low,3,Low,No,9,Severe,63.349999999999994
73,30,82,86,High,2,Low,Yes,9,Severe,69.3
78,18,81,85,Middle,1,Medium,Yes,9,Mild,66.8
91,23,83,85,Middle,2,Medium,Yes,6,Severe,64.05
85,14,75,100,High,1,High,Yes,6,Mild,78.5
74,28,85,64,Low,1,Medium,No,9,Severe,55.0
70,11,100,84,Low,4,Low,No,7,Severe,59.95
70,25,89,65,High,0,Low,Yes,7,Mild,65.55
92,25,86,60,High,2,Low,No,7,Mild,64.85
84,21,86,98,Middle,2,High,No,7,None,73.65
86,18,75,67,High,0,Medium,Yes,7,Mild,64.8
83,10,89,78,High,0,Medium,No,8,None,67.30000000000001
71,10,79,64,Middle,3,Medium,Yes,6,Severe,52.7
87,23,84,60,Low,2,High,Yes,9,Mild,67.95
97,13,98,90,Low,0,High,No,9,None,76.25
75,11,99,63,High,0,High,No,9,Severe,63.44999999999999
76,13,89,67,High,2,High,Yes,7,None,69.35
80,25,79,51,Low,2,High,No,9,Severe,55.349999999999994
70,15,91,52,Middle,0,High,No,6,None,56.550000000000004
75,29,84,55,Low,4,Low,Yes,9,Mild,63.55
76,13,96,83,Low,1,Low,No,8,Severe,59.55000000000001
73,16,90,76,Middle,3,High,No,7,None,67.4
78,24,85,100,High,0,Low,No,7,Severe,68.6
88,11,80,62,Middle,4,High,Yes,7,Severe,60.95
76,30,93,86,High,1,High,No,9,Severe,74.10000000000001
87,22,97,57,High,3,High,Yes,8,None,77.4
81,10,76,66,High,1,Low,Yes,7,None,61.7
71,14,99,71,High,1,Medium,Yes,8,None,68.8
81,19,99,98,Middle,1,High,No,7,Mild,75.15
87,30,99,64,High,2,Low,Yes,9,Severe,68.9
94,24,80,90,High,2,High,No,7,Mild,77.8
74,20,77,80,Low,2,High,Yes,7,Severe,62.2
71,10,87,51,High,1,High,No,7,Severe,54.400000000000006
